subject,roi,hemi,n_voxels,r_w1_com_ind_face_first,r_w2_ind_face_noncom,r_b1_com_ind_face_noncom,r_b2_face_first_ind,decoding_index
19,MT,r,165,0.961524628074724,0.9734857633068748,0.9763016311330114,0.9518505581658878,0.0034291010413498
20,SI-STS,l,220,0.9058098017453368,0.580551105916584,0.8805817742607939,0.4085554963580435,0.0986118185215417
20,SI-STS,r,196,0.7096562994068567,0.4288157705785083,0.7122153910201845,0.2543192577222822,0.0859687106214491
20,fSTS,l,23,0.8673783692189266,0.732987727581256,0.4066807848390047,0.2536824167400822,0.4700014476105478
20,fSTS,r,91,0.7693336712528493,0.6962496246372327,0.8323585616182386,0.5964050693461213,0.018409832462861
20,FFA,l,106,0.8315990894485764,0.8722823684514164,0.861043882396309,0.8496759439483433,-0.0034191842223297
20,FFA,r,107,0.8477314851876246,0.8579136432024094,0.9264183058586432,0.6820771823927271,0.0485748200693318
20,EBA,l,114,0.8748746508805362,0.8812394818484905,0.8872636471086572,0.8773624251660552,-0.0042559697728429
20,EBA,r,152,0.7060807239436464,0.8006436573466842,0.8979038444377551,0.5531873387533293,0.0278165990496231
20,EVC,l,249,0.9812215983460107,0.9770864154653311,0.972375292710128,0.9781958445909252,0.0038684382551443
20,EVC,r,263,0.9523801568620064,0.9116193119863084,0.91424451516901,0.9318095100250284,0.0089727218271382
20,MT,l,166,0.7485983734043083,0.7427677534503913,0.7522163198095543,0.7503261026352176,-0.0055881477950361
20,MT,r,165,0.8517854888890193,0.8953734556948495,0.9071752600705324,0.8228339000021222,0.008574892255607
21,SI-STS,l,220,0.5953562312641424,0.7222158071347374,0.6990785134826687,0.5508688140271079,0.0338123554445516
21,SI-STS,r,196,0.9563666093468934,0.9007132760147527,0.9751250376242918,0.8790888724687294,0.0014329876343124
21,fSTS,l,23,0.9459184331414908,0.7901402077997567,0.9616640993722706,0.8203992083773259,-0.0230023334041745
21,fSTS,r,91,0.9668623634851694,0.9830681419232452,0.989281772038802,0.9651760788010352,-0.002263672715711
21,FFA,l,106,0.9486222542280616,0.9085244916220482,0.9369408935186958,0.9383624093516016,-0.0090782785100938
21,FFA,r,107,0.8923763242945263,0.7738225456490965,0.861297137014384,0.8574652851338581,-0.0262817761023096
